DayOfYear,DepTime,CRSDepTime,ArrTime,CRSArrTime,Unnamed: 0,DayOfWeek,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted
178,1293,1275,1432,1381,8576,4,US,19,N628AW,259.0,226.0,211.0,51.0,18,ORD,LAS,1515,12.0,36.0,0,N,0
357,597,585,697,699,8577,1,OO,4388,N464SW,100.0,114.0,76.0,-2.0,12,SLC,FCA,532,3.0,21.0,0,N,0
72,1147,1135,1245,1230,8578,3,AA,1167,N510AA,158.0,155.0,117.0,15.0,12,ATL,DFW,732,16.0,25.0,0,N,0
151,1067,1055,1130,1120,8579,5,WN,2794,N303SW,63.0,65.0,50.0,10.0,12,MCI,OKC,313,4.0,9.0,0,N,0
358,1198,1174,1261,1237,8580,2,OO,5927,N935SW,63.0,63.0,45.0,24.0,24,DRO,DEN,251,8.0,10.0,0,N,0
178,1361,1275,1364,1285,8581,4,WN,48,N505SW,63.0,70.0,54.0,79.0,86,ELP,PHX,347,2.0,7.0,0,N,0
91,1292,1215,1365,1282,8582,1,FL,417,N951AT,133.0,127.0,104.0,83.0,77,ATL,MCI,692,5.0,24.0,0,N,0
237,1138,1104,1229,1212,8583,7,XE,2287,N13958,91.0,108.0,69.0,17.0,34,MEM,IAH,469,6.0,16.0,0,N,0
174,1367,1355,41,19,8584,7,DL,875,N697DL,114.0,104.0,81.0,22.0,12,ATL,FLL,581,3.0,30.0,0,N,0
283,1202,1130,1349,1270,8585,4,AA,1593,N4YCAA,267.0,260.0,243.0,79.0,72,STL,SFO,1736,8.0,16.0,0,N,0
44,691,685,773,775,8586,3,MQ,3940,N641AE,82.0,90.0,60.0,-2.0,6,ORD,SGF,438,5.0,17.0,0,N,0
7,564,544,1024,1031,8587,1,UA,936,N462UA,280.0,307.0,265.0,-7.0,20,SFO,IAD,2419,3.0,12.0,0,N,0
22,1160,1150,1302,1260,8588,2,MQ,4861,N709GB,142.0,110.0,85.0,42.0,10,DTW,LGA,501,5.0,52.0,0,N,0
188,1072,900,1185,1018,8589,7,DL,1071,N127DL,293.0,298.0,268.0,167.0,172,ATL,SFO,2139,7.0,18.0,0,N,0
3,944,900,1024,970,8590,4,WN,434,N604SW,80.0,70.0,58.0,54.0,44,PHL,MHT,290,3.0,19.0,0,N,0
287,1309,1275,1381,1366,8591,1,CO,1738,N12225,192.0,211.0,175.0,15.0,34,IAH,ONT,1334,2.0,15.0,0,N,0
356,1218,1079,1376,1222,8592,7,9E,2812,85419E,98.0,83.0,50.0,154.0,139,ATW,DTW,297,29.0,19.0,0,N,0
203,1350,1210,1437,1291,8593,1,YV,2690,N908FJ,87.0,81.0,36.0,146.0,140,ATL,CLT,227,4.0,47.0,0,N,0
77,881,846,1055,1034,8594,1,OO,5976,N967SW,114.0,128.0,93.0,21.0,35,DEN,MSN,826,5.0,16.0,0,N,0
149,1235,1199,1348,1299,8595,3,UA,695,N928UA,173.0,160.0,116.0,49.0,36,LGA,ORD,733,7.0,50.0,0,N,0
157,764,754,981,984,8596,4,CO,1088,N18223,157.0,170.0,139.0,-3.0,10,IAH,DTW,1076,9.0,9.0,0,N,0
189,680,395,761,482,8597,1,XE,3052,N12157,81.0,87.0,55.0,279.0,285,ACK,EWR,218,17.0,9.0,0,N,0
26,1116,1071,1214,1169,8598,6,US,456,N805AW,98.0,98.0,74.0,45.0,45,PHX,SLC,507,12.0,12.0,0,N,0
171,1170,1140,1285,1237,8599,4,CO,47,N75854,235.0,217.0,180.0,48.0,30,IAH,LAX,1379,9.0,46.0,0,N,0
145,9,1435,344,334,8600,6,F9,313,N927FR,215.0,219.0,194.0,10.0,14,DEN,BDL,1671,8.0,13.0,0,N,0
88,1285,1230,15,1401,8601,5,CO,277,N12225,170.0,171.0,151.0,54.0,55,RSW,EWR,1068,5.0,14.0,0,N,0
58,525,509,584,560,8602,3,OO,5407,N216SW,59.0,51.0,34.0,24.0,16,LAX,SAN,109,7.0,18.0,0,N,0
242,1257,1240,1323,1320,8603,5,WN,106,N620SW,66.0,80.0,59.0,3.0,17,SAN,SJC,417,2.0,5.0,0,N,0
80,871,845,939,905,8604,4,WN,2454,N661SW,68.0,60.0,54.0,34.0,26,MCO,FLL,178,4.0,10.0,0,N,0
183,1195,1185,1234,1230,8605,2,WN,2646,N219WN,99.0,105.0,86.0,4.0,10,SLC,PDX,630,3.0,10.0,0,N,0
182,1077,1070,1147,1145,8606,1,WN,1938,N347SW,70.0,75.0,58.0,2.0,7,ONT,SMF,389,4.0,8.0,0,N,0
47,1300,1280,301,300,8607,6,B6,243,N597JB,261.0,280.0,248.0,1.0,20,LGB,FLL,2327,3.0,10.0,0,N,0
50,1229,1185,1338,1291,8608,2,FL,915,N893AT,109.0,106.0,95.0,47.0,44,PHF,ATL,508,5.0,9.0,0,N,0
199,1386,1325,39,1397,8609,4,XE,3077,N13979,93.0,72.0,36.0,82.0,61,EWR,SYR,194,4.0,53.0,0,N,0
151,818,683,903,747,8610,5,YV,7145,N651ML,85.0,64.0,38.0,156.0,135,CWA,ORD,213,19.0,28.0,0,N,0
181,94,1390,192,57,8611,7,FL,265,N968AT,98.0,107.0,85.0,135.0,144,ATL,FNT,644,5.0,8.0,0,N,0
366,673,535,974,844,8612,3,CO,1890,N16703,181.0,189.0,159.0,130.0,138,SNA,IAH,1347,11.0,11.0,0,N,0
293,1013,1005,1126,1120,8613,7,WN,1321,N660SW,113.0,115.0,98.0,6.0,8,PHX,SMF,647,4.0,11.0,0,N,0
119,762,705,800,754,8614,1,US,281,N308AW,38.0,49.0,28.0,46.0,57,TUS,PHX,110,3.0,7.0,0,N,0
37,691,682,788,786,8615,3,NW,187,N511US,217.0,224.0,199.0,2.0,9,MSP,SAN,1532,6.0,12.0,0,N,0
92,404,395,523,520,8616,2,WN,445,N694SW,59.0,65.0,47.0,3.0,9,PHX,ELP,347,2.0,10.0,0,N,0
94,1110,1095,1240,1233,8617,4,EV,4447,N723EV,130.0,138.0,106.0,7.0,15,ATL,ALB,852,3.0,21.0,0,N,0
69,654,607,721,665,8618,7,YV,7261,N47202,127.0,118.0,101.0,56.0,47,ROC,ORD,528,4.0,22.0,0,N,0
340,1134,1128,1234,1260,8619,5,XE,2988,N13978,100.0,132.0,82.0,-26.0,6,CAE,EWR,602,9.0,9.0,0,N,0
264,816,730,917,830,8620,6,EV,4913,N376CA,101.0,100.0,85.0,87.0,86,CAK,ATL,528,8.0,8.0,0,N,0
176,1378,1215,111,1382,8621,2,CO,1835,N37298,353.0,347.0,284.0,169.0,163,EWR,PHX,2133,6.0,63.0,0,N,0
60,910,895,1107,1080,8622,5,FL,595,N943AT,197.0,185.0,180.0,27.0,15,SWF,PBI,1077,2.0,15.0,0,N,0
335,880,855,994,950,8623,7,B6,8,N633JB,114.0,95.0,52.0,44.0,25,JFK,BUF,301,3.0,59.0,0,N,0
299,1039,1020,1079,1080,8624,6,WN,2004,N770SA,160.0,180.0,146.0,-1.0,19,SAT,SAN,1129,3.0,11.0,0,N,0
335,1236,1170,1407,1341,8625,7,NW,958,N320US,111.0,111.0,93.0,66.0,66,MEM,MCO,683,8.0,10.0,0,N,0
234,1108,1050,1155,1105,8626,4,WN,2100,N929WN,47.0,55.0,38.0,50.0,58,TUL,MCI,223,3.0,6.0,0,N,0
298,639,580,770,689,8627,5,EV,5161,N741EV,131.0,109.0,107.0,81.0,59,ORF,ATL,516,13.0,11.0,0,N,0
202,1074,1065,1197,1205,8628,7,WN,2500,N740SW,243.0,260.0,227.0,-8.0,9,MDW,LAX,1750,9.0,7.0,0,N,0
252,1214,1165,1283,1230,8629,1,US,117,N805AW,69.0,65.0,46.0,53.0,49,LAX,LAS,236,6.0,17.0,0,N,0
107,1149,1130,1233,1222,8630,3,MQ,3269,N266AE,84.0,92.0,65.0,11.0,19,DFW,MLU,293,6.0,13.0,0,N,0
192,594,537,792,736,8631,4,UA,910,N776UA,138.0,139.0,110.0,56.0,57,DEN,ORD,888,4.0,24.0,0,N,0
76,763,757,904,901,8632,7,FL,395,N925AT,141.0,144.0,126.0,3.0,6,IND,RSW,946,4.0,11.0,0,N,0
167,1168,1135,1287,1261,8633,7,DL,1481,N3753,299.0,306.0,277.0,26.0,33,TPA,LAX,2158,5.0,17.0,0,N,0
45,653,627,874,828,8634,4,F9,144,N944FR,161.0,141.0,124.0,46.0,26,DEN,IAH,861,11.0,26.0,0,N,0
286,426,415,517,515,8635,7,WN,184,N397SW,91.0,100.0,77.0,2.0,11,MCO,RDU,534,3.0,11.0,0,N,0
214,1171,925,1348,1109,8636,5,DL,1403,N957DL,177.0,184.0,162.0,239.0,246,BDL,FLL,1173,3.0,12.0,0,N,0
154,450,425,540,520,8637,1,XE,2606,N21144,90.0,95.0,68.0,20.0,25,IAH,MEM,469,5.0,17.0,0,N,0
310,907,900,1090,1080,8638,3,AA,1530,N5DRAA,183.0,180.0,159.0,10.0,7,MIA,LGA,1097,7.0,17.0,0,N,0
47,755,735,824,810,8639,6,WN,1743,N418WN,69.0,75.0,58.0,14.0,20,MDW,BNA,395,4.0,7.0,0,N,0
322,473,465,626,622,8640,1,US,1758,N444US,153.0,157.0,127.0,4.0,8,PBI,PHL,951,12.0,14.0,0,N,0
207,725,711,772,766,8641,5,AS,62,N778AS,47.0,55.0,36.0,6.0,14,SIT,KTN,183,3.0,8.0,0,N,0
148,672,655,745,740,8642,2,EV,4445,N839AS,73.0,85.0,61.0,5.0,17,ATL,EWN,433,1.0,11.0,0,N,0
301,706,674,753,727,8643,1,OO,5434,N234SW,47.0,53.0,31.0,26.0,32,LAX,IYK,123,2.0,14.0,0,N,0
156,588,580,647,638,8644,3,OO,4061,N606SK,119.0,118.0,98.0,9.0,8,SLC,LAX,590,6.0,15.0,0,N,0
165,727,620,1084,988,8645,5,B6,934,N506JB,237.0,248.0,203.0,96.0,107,LGB,ORD,1735,4.0,30.0,0,N,0
188,1410,1260,84,1392,8646,7,OH,5278,N693CA,114.0,132.0,93.0,132.0,150,CVG,BOS,752,10.0,11.0,0,N,0
295,834,810,961,940,8647,2,AS,622,N619AS,127.0,130.0,101.0,21.0,24,PDX,LAS,762,12.0,14.0,0,N,0
52,699,650,802,735,8648,4,UA,1173,N337UA,103.0,85.0,75.0,67.0,49,LAX,SFO,337,5.0,23.0,0,N,0
66,1100,1080,1175,1152,8649,4,OH,5281,N929CA,75.0,72.0,58.0,23.0,20,DTW,CVG,229,4.0,13.0,0,N,0
126,1249,1167,1376,1272,8650,1,NW,275,N359NW,307.0,285.0,277.0,104.0,82,DTW,SAN,1957,5.0,25.0,0,N,0
216,686,601,871,802,8651,7,UA,244,N434UA,125.0,141.0,108.0,69.0,85,DEN,ORD,888,4.0,13.0,0,N,0
302,631,565,787,725,8652,2,WN,831,N480WN,156.0,160.0,135.0,62.0,66,PHL,PBI,951,4.0,17.0,0,N,0
342,1431,1020,111,1155,8653,7,AS,635,N703AS,180.0,195.0,164.0,396.0,411,PHX,SEA,1107,3.0,13.0,0,N,0
135,1208,1188,1232,1230,8654,3,OO,6388,N970SW,84.0,102.0,74.0,2.0,20,BOI,SFO,522,4.0,6.0,0,N,0
256,1282,1200,1293,1220,8655,5,MQ,4458,N614AE,71.0,80.0,48.0,73.0,82,DTW,ORD,235,6.0,17.0,0,N,0
154,1138,975,1197,1040,8656,1,AA,1990,N623AA,59.0,65.0,43.0,157.0,163,MIA,MCO,193,4.0,12.0,0,N,0
356,637,627,743,714,8657,7,9E,2399,89339E,106.0,87.0,57.0,29.0,10,DTW,MDT,370,6.0,43.0,0,N,0
160,536,515,700,695,8658,7,B6,437,N662JB,164.0,180.0,142.0,5.0,21,BOS,MCO,1121,7.0,15.0,0,N,0
353,974,960,1086,1080,8659,4,MQ,4510,N722MQ,52.0,60.0,35.0,6.0,14,ORD,FNT,223,4.0,13.0,0,N,0
329,726,646,739,659,8660,1,YV,7101,N27173,73.0,73.0,47.0,80.0,80,TVC,ORD,224,16.0,10.0,0,N,0
314,649,635,715,710,8661,7,WN,3770,N449WN,66.0,75.0,52.0,5.0,14,SJC,SNA,342,4.0,10.0,0,N,0
204,1362,1260,75,1405,8662,2,DL,933,N919DL,153.0,145.0,113.0,110.0,102,LGA,ATL,761,10.0,30.0,0,N,0
36,866,835,913,885,8663,2,MQ,4268,N613AE,47.0,50.0,27.0,28.0,31,PIA,ORD,130,7.0,13.0,0,N,0
52,1042,955,1145,1060,8664,4,WN,628,N607SW,163.0,165.0,147.0,85.0,87,TPA,MDW,997,5.0,11.0,0,N,0
354,967,944,1052,1013,8665,5,UA,1211,N802UA,145.0,129.0,120.0,39.0,23,MSP,DEN,680,12.0,13.0,0,N,0
271,986,975,1101,1095,8666,6,US,1025,N433US,115.0,120.0,93.0,6.0,11,CLT,MIA,650,3.0,19.0,0,N,0
131,777,758,886,870,8667,6,FL,253,N328AT,109.0,112.0,93.0,16.0,19,ATL,FNT,644,3.0,13.0,0,N,0
225,690,675,1040,1025,8668,2,UA,352,N506UA,230.0,230.0,201.0,15.0,15,SEA,ORD,1721,9.0,20.0,0,N,0
303,781,752,809,787,8669,3,EV,5522,N878AS,88.0,95.0,68.0,22.0,29,ATL,LIT,453,5.0,15.0,0,N,0
101,709,670,794,780,8670,4,EV,4914,N907EV,85.0,110.0,69.0,14.0,39,ATL,CAK,528,2.0,14.0,0,N,0
162,1007,955,1058,1005,8671,2,MQ,3321,N218AE,51.0,50.0,27.0,53.0,52,DFW,TYR,103,4.0,20.0,0,N,0
335,969,749,1094,886,8672,7,EV,5262,N905EV,125.0,137.0,103.0,208.0,220,ATL,SWF,784,3.0,19.0,0,N,0
334,1120,1110,1263,1270,8673,6,WN,3660,N353SW,143.0,160.0,131.0,-7.0,10,TPA,BUF,1054,3.0,9.0,0,N,0
217,1205,1198,1260,1246,8674,1,YV,2831,N935LR,55.0,48.0,22.0,14.0,7,PHX,TUS,110,8.0,25.0,0,N,0
236,926,895,994,969,8675,6,CO,1669,N12318,188.0,194.0,162.0,25.0,31,IAH,SAN,1303,3.0,23.0,0,N,0
298,406,400,504,509,8676,5,US,1433,N178US,98.0,109.0,86.0,-5.0,6,RSW,CLT,600,3.0,9.0,0,N,0
242,973,960,25,30,8677,5,AA,180,N336AA,312.0,330.0,291.0,-5.0,13,LAX,JFK,2475,7.0,14.0,0,N,0
277,687,655,806,770,8678,5,MQ,3357,N835MQ,119.0,115.0,90.0,36.0,32,DFW,VPS,626,5.0,24.0,0,N,0
85,1255,1100,1371,1240,8679,2,XE,2517,N21130,116.0,140.0,99.0,131.0,155,SAV,EWR,708,9.0,8.0,0,N,0
163,796,771,845,830,8680,3,EV,4907,N978EV,49.0,59.0,31.0,15.0,25,ATL,CAE,191,4.0,14.0,0,N,0
160,369,360,453,467,8681,7,EV,4638,N317CA,84.0,107.0,69.0,-14.0,9,CAK,ATL,528,5.0,10.0,0,N,0
30,1088,880,1181,955,8682,3,AA,1549,N5DFAA,213.0,195.0,187.0,226.0,208,DFW,LAX,1235,5.0,21.0,0,N,0
95,1271,1110,1357,1194,8684,5,FL,921,N604AT,86.0,84.0,63.0,163.0,161,BWI,BOS,370,9.0,14.0,0,N,0
94,1281,1275,1414,1408,8685,4,XE,2741,N16911,133.0,133.0,91.0,6.0,6,EWR,CLT,529,6.0,36.0,0,N,0
160,1339,1310,1435,1409,8686,7,NW,597,N515US,216.0,219.0,190.0,26.0,29,MSP,PDX,1426,4.0,22.0,0,N,0
137,1041,1015,1153,1140,8687,5,AA,1147,N3CHAA,232.0,245.0,209.0,13.0,26,DFW,SEA,1660,6.0,17.0,0,N,0
121,1135,1125,1255,1232,8688,3,OH,5685,N958CA,120.0,107.0,64.0,23.0,10,BOS,DCA,399,5.0,51.0,0,N,0
70,362,300,603,540,8689,1,B6,740,N646JB,241.0,240.0,220.0,63.0,62,PSE,JFK,1617,7.0,14.0,0,N,0
51,1089,1040,1115,1061,8690,3,9E,5778,89699E,86.0,81.0,66.0,54.0,49,TYS,MEM,342,5.0,15.0,0,N,0
4,475,457,564,540,8691,5,UA,1127,N830UA,149.0,143.0,116.0,24.0,18,BTV,ORD,763,4.0,29.0,0,N,0
97,1301,1190,1375,1260,8692,7,US,255,N636AW,74.0,70.0,46.0,115.0,111,PHX,LAS,256,6.0,22.0,0,N,0
32,785,767,827,806,8693,5,OO,6747,N915SW,42.0,39.0,19.0,21.0,18,DEN,COS,72,7.0,16.0,0,N,0
63,517,505,626,613,8694,1,OO,5951,N713SK,109.0,108.0,84.0,13.0,12,ORD,MEM,491,5.0,20.0,0,N,0
34,1200,1080,1360,1251,8695,7,US,1167,N176UW,340.0,351.0,325.0,109.0,120,CLT,SFO,2296,4.0,11.0,0,N,0
175,624,550,820,745,8696,1,WN,1333,N485WN,136.0,135.0,116.0,75.0,74,DEN,MDW,895,5.0,15.0,0,N,0
239,791,780,922,888,8697,2,DL,861,N6715C,131.0,108.0,100.0,34.0,11,ATL,FLL,581,5.0,26.0,0,N,0
242,865,840,1063,1010,8698,5,WN,505,N228WN,198.0,170.0,146.0,53.0,25,PVD,MCO,1073,6.0,46.0,0,N,0
193,1039,950,1116,1045,8699,5,OO,2677,N403SW,77.0,95.0,65.0,71.0,89,MKE,OMA,426,3.0,9.0,0,N,0
30,1155,1130,1420,1355,8700,3,AA,1192,N412AA,205.0,165.0,125.0,65.0,25,MSP,LGA,1020,21.0,59.0,0,N,0
149,940,875,1091,987,8701,3,XE,2167,N48901,151.0,112.0,97.0,104.0,65,EWR,CLT,529,5.0,49.0,0,N,0
181,1339,1230,1411,1301,8702,7,FL,687,N994AT,132.0,131.0,115.0,110.0,109,ATL,ICT,781,5.0,12.0,0,N,0
161,1132,1040,1334,1226,8703,1,9E,5867,89289E,142.0,126.0,113.0,108.0,92,OMA,DTW,651,17.0,12.0,0,N,0
39,398,390,582,596,8704,5,UA,185,N810UA,364.0,386.0,343.0,-14.0,8,PHL,SFO,2521,7.0,14.0,0,N,0
88,1054,990,1174,1115,8705,5,WN,3421,N415WN,120.0,125.0,102.0,59.0,64,SEA,OAK,671,6.0,12.0,0,N,0
346,1044,1027,1357,1335,8706,4,CO,541,N39418,193.0,188.0,163.0,22.0,17,LAX,IAH,1379,14.0,16.0,0,N,0
209,1258,1110,1358,1202,8707,7,US,776,N732US,100.0,92.0,64.0,156.0,148,BOS,PHL,280,4.0,32.0,0,N,0
266,739,725,1069,1065,8708,1,NW,198,N322US,210.0,220.0,183.0,4.0,14,SJC,MSP,1576,11.0,16.0,0,N,0
92,924,895,1098,990,8709,2,MQ,4314,N624AE,174.0,95.0,77.0,108.0,29,PIT,JFK,340,18.0,79.0,0,N,0
325,25,1435,353,325,8710,4,AA,1230,N3ABAA,208.0,210.0,189.0,28.0,30,SEA,DFW,1660,5.0,14.0,0,N,0
249,831,800,833,810,8711,5,WN,468,N246LV,62.0,70.0,51.0,23.0,31,JAX,BHM,365,3.0,8.0,0,N,0
195,1013,985,1177,1155,8712,7,WN,106,N686SW,104.0,110.0,93.0,22.0,28,ELP,HOU,677,4.0,7.0,0,N,0
235,754,745,806,804,8713,5,EV,4907,N859AS,52.0,59.0,35.0,2.0,9,ATL,CAE,191,4.0,13.0,0,N,0
253,901,855,979,932,8714,2,XE,2010,N14940,78.0,77.0,58.0,47.0,46,JAN,IAH,351,10.0,10.0,0,N,0
38,1135,1025,1201,1090,8715,4,WN,49,N314SW,66.0,65.0,52.0,111.0,110,LIT,DAL,296,5.0,9.0,0,N,0
50,731,725,861,870,8716,2,MQ,3910,N845AE,130.0,145.0,113.0,-9.0,6,MIA,RIC,826,6.0,11.0,0,N,0
333,576,560,713,710,8717,5,WN,2092,N346SW,197.0,210.0,183.0,3.0,16,STL,PHX,1262,7.0,7.0,0,N,0
129,929,899,1017,994,8718,4,AA,337,N581AA,148.0,155.0,117.0,23.0,30,LGA,ORD,733,5.0,26.0,0,N,0
337,863,850,1004,1005,8719,2,WN,2805,N735SA,81.0,95.0,71.0,-1.0,13,GEG,SLC,546,3.0,7.0,0,N,0
8,601,590,650,650,8720,2,WN,195,N479WN,109.0,120.0,100.0,0.0,11,HOU,ELP,677,4.0,5.0,0,N,0
114,1048,1040,1213,1200,8721,3,AA,1300,N580AA,105.0,100.0,75.0,13.0,8,ABQ,DFW,569,16.0,14.0,0,N,0
7,1338,1320,1410,1400,8722,1,US,1526,N117UW,72.0,80.0,55.0,10.0,18,CLT,DCA,331,3.0,14.0,0,N,0
86,939,900,1004,965,8723,3,WN,960,N703SW,65.0,65.0,50.0,39.0,39,LAX,SJC,308,2.0,13.0,0,N,0
338,655,639,772,760,8724,3,UA,441,N593UA,237.0,241.0,221.0,12.0,16,BWI,DEN,1491,7.0,9.0,0,N,0
124,558,545,606,590,8725,6,MQ,3945,N623AE,48.0,45.0,29.0,16.0,13,ORD,BMI,116,3.0,16.0,0,N,0
351,650,625,739,711,8726,2,EV,5701,N976EV,89.0,86.0,69.0,28.0,25,ROA,ATL,357,9.0,11.0,0,N,0
196,479,468,954,955,8727,1,UA,914,N178UA,295.0,307.0,269.0,-1.0,11,SFO,IAD,2419,10.0,16.0,0,N,0
330,1305,1290,1425,1416,8728,2,OH,6772,N398CA,120.0,126.0,93.0,9.0,15,ATL,PHL,665,5.0,22.0,0,N,0
270,786,780,943,950,8729,5,WN,1090,N344SW,97.0,110.0,89.0,-7.0,6,ELP,HOU,677,3.0,5.0,0,N,0
283,914,905,962,963,8730,4,OO,3880,N915EV,48.0,58.0,38.0,-1.0,9,IDA,SLC,188,6.0,4.0,0,N,0
365,1060,1010,1152,1099,8731,2,NW,1534,N772NC,92.0,89.0,65.0,53.0,50,MCI,MSP,393,14.0,13.0,0,N,0
351,994,960,1053,1020,8732,2,EV,5451,N876AS,119.0,120.0,101.0,33.0,34,ATL,XNA,589,2.0,16.0,0,N,0
22,655,640,721,710,8733,2,WN,2097,N742SW,66.0,70.0,57.0,11.0,15,SMF,BUR,358,2.0,7.0,0,N,0
366,1291,1280,1419,1403,8734,3,B6,338,N179JB,128.0,123.0,102.0,16.0,11,MCO,IAD,758,8.0,18.0,0,N,0
190,1416,1285,1417,1290,8735,2,WN,2717,N335SW,61.0,65.0,42.0,127.0,131,DTW,MDW,229,5.0,14.0,0,N,0
280,1029,1020,1118,1125,8736,1,CO,334,N33289,89.0,105.0,64.0,-7.0,9,RDU,EWR,416,14.0,11.0,0,N,0
81,1270,1263,1366,1379,8737,5,9E,2824,85329E,156.0,176.0,140.0,-13.0,7,MSP,IDA,939,3.0,13.0,0,N,0
69,1029,1015,1204,1186,8738,7,NW,845,N581NW,355.0,351.0,322.0,18.0,14,MSP,ANC,2518,5.0,28.0,0,N,0
50,719,660,918,880,8739,2,B6,637,N579JB,379.0,400.0,362.0,38.0,59,BOS,SFO,2704,5.0,12.0,0,N,0
126,1175,1144,1179,1167,8740,1,EV,4340,N641AS,64.0,83.0,52.0,12.0,31,ATL,PFN,247,2.0,10.0,0,N,0
123,977,940,1148,1058,8741,5,NW,655,N8928E,171.0,118.0,94.0,90.0,37,EWR,DTW,487,32.0,45.0,0,N,0
355,1156,980,1216,1047,8742,6,9E,2655,87949E,60.0,67.0,41.0,169.0,176,XNA,MEM,258,4.0,15.0,0,N,0
335,1060,1045,1427,1405,8743,7,WN,1198,N455WN,247.0,240.0,231.0,22.0,15,SFO,MDW,1855,6.0,10.0,0,N,0
349,1186,1163,1267,1251,8744,7,NW,226,N357NB,81.0,88.0,62.0,16.0,23,DTW,DCA,405,5.0,14.0,0,N,0
364,1057,1020,1108,1080,8745,1,AS,190,N765AS,51.0,60.0,41.0,28.0,37,FAI,ANC,261,4.0,6.0,0,N,0
67,965,953,1030,1001,8746,5,MQ,3321,N238AE,65.0,48.0,27.0,29.0,12,DFW,TYR,103,4.0,34.0,0,N,0
131,736,730,831,811,8747,6,F9,413,N910FR,155.0,141.0,128.0,20.0,6,DEN,LAX,862,9.0,18.0,0,N,0
70,543,460,714,682,8748,1,US,657,N835AW,351.0,402.0,327.0,32.0,83,PHL,SFO,2521,7.0,17.0,0,N,0
233,893,753,988,861,8749,3,FL,175,N926AT,95.0,108.0,76.0,127.0,140,DCA,ATL,547,9.0,10.0,0,N,0
363,1065,1045,1160,1147,8750,7,XE,3055,N13975,155.0,162.0,138.0,13.0,20,SAV,IAH,851,6.0,11.0,0,N,0
279,1307,1300,1362,1365,8751,7,WN,1070,N324SW,55.0,65.0,41.0,-3.0,7,MDW,STL,251,3.0,11.0,0,N,0
68,877,779,982,873,8753,6,EV,4173,N826AS,105.0,94.0,59.0,109.0,98,GSO,ATL,306,34.0,12.0,0,N,0
354,932,890,1181,1071,8754,5,B6,711,N644JB,429.0,361.0,365.0,110.0,42,JFK,LAS,2248,8.0,56.0,0,N,0
144,1034,1026,1199,1178,8755,5,NW,861,N509US,345.0,332.0,318.0,21.0,8,MSP,FAI,2466,9.0,18.0,0,N,0
50,968,960,1133,1132,8756,2,YV,7412,N521LR,105.0,112.0,81.0,1.0,8,ORD,RDU,647,4.0,20.0,0,N,0
262,935,880,1389,1338,8757,4,US,1750,N921UW,274.0,278.0,255.0,51.0,55,LAS,PHL,2176,5.0,14.0,0,N,0
86,902,895,989,985,8758,3,F9,575,N938FR,87.0,90.0,71.0,4.0,7,DEN,SLC,391,4.0,12.0,0,N,0
35,513,460,570,525,8759,1,MQ,3703,N515AE,57.0,65.0,43.0,45.0,53,DFW,XNA,281,3.0,11.0,0,N,0
116,1253,1140,1311,1203,8760,5,9E,2925,84329E,58.0,63.0,29.0,108.0,113,CLE,DTW,95,12.0,17.0,0,N,0
359,779,685,878,790,8761,3,WN,73,N608SW,99.0,105.0,90.0,88.0,94,STL,DAL,546,2.0,7.0,0,N,0
140,895,850,998,967,8762,1,FL,432,N954AT,103.0,117.0,85.0,31.0,45,DTW,ATL,594,10.0,8.0,0,N,0
214,822,815,1004,1010,8763,5,WN,3306,N734SA,122.0,135.0,107.0,-6.0,7,LAX,DEN,862,8.0,7.0,0,N,0
251,1245,1230,1305,1303,8764,7,YV,2806,N931LR,60.0,73.0,48.0,2.0,15,SNA,PHX,338,5.0,7.0,0,N,0
317,825,780,934,900,8765,3,MQ,3481,N908MQ,109.0,120.0,90.0,34.0,45,DFW,BMI,690,3.0,16.0,0,N,0
298,815,754,980,927,8766,5,FL,383,N892AT,105.0,113.0,88.0,53.0,61,MLI,ATL,633,9.0,8.0,0,N,0
329,864,855,1057,1056,8767,1,CO,498,N24212,133.0,141.0,109.0,1.0,9,DEN,IAH,861,14.0,10.0,0,N,0
19,368,350,528,501,8768,6,DL,899,N942DL,160.0,151.0,138.0,27.0,18,BOS,CVG,752,3.0,19.0,0,N,0
67,1218,1151,1365,1316,8769,5,OH,5078,N446CA,147.0,165.0,126.0,49.0,67,JAX,BOS,1011,5.0,16.0,0,N,0
196,1052,1025,1157,1163,8770,1,XE,2932,N14904,105.0,138.0,81.0,-6.0,27,CLT,EWR,529,10.0,14.0,0,N,0
207,1314,1305,1351,1345,8771,5,WN,2335,N697SW,97.0,100.0,76.0,6.0,9,SLC,PHX,507,4.0,17.0,0,N,0
49,1138,1130,1326,1329,8772,1,CO,1830,N47414,128.0,139.0,110.0,-3.0,8,IAH,PBI,956,4.0,14.0,0,N,0
203,435,415,538,545,8773,1,OH,5571,N625CA,103.0,130.0,80.0,-7.0,20,LGA,CLT,544,7.0,16.0,0,N,0
334,1097,1080,1276,1270,8774,6,OO,6036,N724SK,119.0,130.0,99.0,6.0,17,ORD,HPN,738,6.0,14.0,0,N,0
45,1278,1265,1383,1366,8775,4,US,454,N661AW,105.0,101.0,78.0,17.0,13,PHX,SLC,507,9.0,18.0,0,N,0
